112000054,,6,7,9,15,27,36,7
112000056,,2,3,18,19,37,38,2
112000056,,14,17,26,27,29,32,8
112000057,,4,14,20,22,32,38,1
112000057,,4,6,10,15,19,25,1
112000058,,9,24,25,31,32,36,6
112000058,,12,14,18,21,22,27,1
112000059,,7,9,20,26,31,35,7
112000059,,3,16,22,26,31,38,5
112000060,,3,5,9,10,15,32,4
112000060,,3,5,7,25,30,34,1
112000064,,5,11,30,31,33,34,4
112000064,,10,26,27,29,31,38,1
112000063,,5,8,20,21,29,32,3
112000063,,6,12,18,30,32,35,5
112000065,,7,15,17,26,28,38,2
112000065,,2,17,22,26,30,37,2
112000066,,5,13,20,26,28,36,2
112000066,,2,12,13,24,26,36,8
112000070,,10,12,15,19,25,37,4
112000070,,13,17,22,26,30,36,2
112000067,,3,23,28,32,35,37,8
112000067,,8,14,29,33,37,38,7
112000068,,10,20,22,24,25,26,6
112000068,,14,17,19,27,28,32,5
112000071,,3,13,17,31,34,38,5
112000071,,5,11,14,26,30,34,3
112000072,,2,6,13,21,30,31,1
112000072,,1,6,9,17,33,37,6
112000073,,1,7,15,19,25,32,5
112000073,,1,6,7,23,26,27,7
112000074,,3,7,10,22,35,37,5
112000074,,1,10,15,35,37,38,7
112000075,,19,22,24,28,33,36,1
112000075,,3,6,13,15,21,37,7
112000076,,3,6,9,11,20,26,1
112000076,,7,16,17,22,31,38,3
112000077,,7,8,17,24,25,31,7
112000077,,8,11,12,14,23,31,6
112000078,,3,14,30,31,32,37,5
112000078,,4,16,20,23,35,38,5
112000079,,9,21,22,29,34,37,4
112000079,,3,7,11,13,29,30,3
112000080,,12,15,28,29,36,38,4
112000080,,15,17,24,29,30,38,4
112000081,,5,9,20,27,31,37,5
112000081,,5,11,21,24,34,36,5
112000082,,5,16,17,18,19,25,4
112000082,,3,4,7,17,19,37,2
112000083,,6,9,16,17,36,38,6
112000083,,3,4,5,12,19,37,3
112000084,,12,14,15,18,24,34,8
112000084,,12,13,30,31,35,36,6
112000085,,3,8,10,20,27,29,7
112000085,,3,8,19,25,27,34,7
112000086,,8,10,11,16,20,34,2
112000086,,4,12,18,28,29,31,8
112000087,,2,9,13,16,24,38,7
112000087,,6,9,10,15,18,37,5
112000088,,10,11,15,22,25,35,4
112000088,,9,18,22,23,25,37,1
112000091,,4,14,15,23,24,28,6
112000091,,2,3,10,14,36,37,3
112000092,,2,4,8,19,31,38,8
112000092,,1,6,9,22,26,33,5
112000093,,4,11,26,28,29,34,4
112000093,,3,8,12,28,30,34,1
112000094,,2,5,11,21,23,37,3
112000094,,3,9,18,25,27,29,3
112000095,,1,2,3,16,26,28,7
112000095,,5,13,17,22,30,33,5
112000096,,16,19,23,30,31,37,5
112000096,,3,17,25,26,30,31,5
112000098,,13,20,23,30,36,37,8
112000098,,7,8,19,24,31,33,8
112000099,,12,14,25,27,29,36,7
112000099,,4,8,12,18,19,33,1
112000100,,1,6,10,20,21,22,5
112000100,,2,7,9,18,32,36,3
112000101,,8,10,12,20,24,28,5
112000101,,10,13,17,28,32,37,8
112000102,,4,21,27,28,30,37,1
112000102,,3,9,12,13,15,23,4
112000103,,7,17,28,30,31,38,8
112000103,,16,17,24,27,30,33,8
112000104,,17,18,26,28,33,38,4
112000104,,7,14,16,21,28,35,3
